step,loss
0,534230.6106630461
1,8.948303255267092
2,15.094717335574387
3,19.323950351601525
4,22.425594983924384
5,24.84032533084246
6,26.8011851347037
7,28.440157755503606
8,29.838054426334566
9,31.047825465153437
10,32.10615282927756
11,33.03965110598074
12,33.86832966735528
13,34.60766018573486
14,35.26994616529555
15,35.86512619163841
16,36.4014046667653
17,36.88562915068178
18,37.323626754878205
19,37.72035946761025
20,38.08012162451632
21,38.406670601529186
22,38.703286918731465
23,38.97287358620815
24,39.2180074383723
25,39.440986257308396
26,39.643870512911235
27,39.828500615221856
28,39.99653904081788
29,40.1494770442805
30,40.28868418557977
31,40.41538167583349
32,40.5306904967656
33,40.635627697345626
34,40.73109590527747
35,40.81795441888244
36,40.896940971084405
37,40.96877695732837
38,41.03408806362859
39,41.09345300558198
40,41.14738347425009
41,41.196370051831764
42,41.24084590693383
43,41.28117041041696
44,41.31780616588367
45,41.35103119171981
46,41.381161810342746
47,41.408454720418376
48,41.433160083899566
49,41.455529987913906
50,41.47576562323957
51,41.49405093336827
52,41.510562339979515
53,41.525473223817244
54,41.53891112236306
55,41.551003509026486
56,41.56189880071179
57,41.57167286735057
58,41.5804501848761
59,41.58831319766614
60,41.595341509819264
61,41.60162137320003
62,41.60721207498864
63,41.612175050002406
64,41.61656687816867
65,41.62044114306627
66,41.623843897061306
67,41.62680869852193
68,41.62939494160673
69,41.63162753885263
70,41.633541000839614
71,41.635154441479244
72,41.63649678968795
73,41.6375994393311
74,41.638476019921654
75,41.63915699273639
76,41.63965213875781
77,41.639985272347985
78,41.640153676919
79,41.64019931378425
80,41.640110906533664
81,41.63990648306208
82,41.63959282682481
83,41.63919579737558
84,41.638710598126636
85,41.63814490799268
86,41.637492080481024
87,41.63678939057718
88,41.63601205275336
89,41.6351857720656
90,41.63430397770571
91,41.63338098015083
92,41.632408151519485
93,41.63140185017255
94,41.630360058901715
95,41.62927425537782
96,41.62817116698716
97,41.627015456193476
98,41.62583959168114
99,41.62461495503521
100,41.62340844868595
101,41.62217901490658
102,41.62092276765907
103,41.61961494386924
104,41.618324178038165
105,41.61700385482254
106,41.61567294513952
107,41.61433918824332
108,41.61299293599586
109,41.61163337906328
110,41.61022694475105
111,41.60883485454542
112,41.60742843394837
113,41.60602004012617
114,41.60455432406161
115,41.603118245002406
116,41.6016764770975
117,41.600217440245615
118,41.598757465071685
119,41.597287952194165
120,41.59580889154313
121,41.59428492277948
122,41.59278195099614
123,41.591274222657376
124,41.58976163447369
125,41.588244341663085
126,41.5867175721869
127,41.585179284120386
128,41.58363239168102
129,41.5820798151035
130,41.58052723543369
131,41.57896889169933
132,41.577402023140166
133,41.57583607880224
134,41.574258709348214
135,41.57267562948982
136,41.57108487691585
137,41.56949224480195
138,41.567894830106525
139,41.566286044246226
140,41.56467813771451
141,41.563061664652196
142,41.56143856000563
143,41.55980970372184
144,41.55818088986416
145,41.55654347948439
146,41.55489554721862
147,41.55324861509871
148,41.5515968998443
149,41.54993280072813
150,41.54826968389534
151,41.546603677707026
152,41.54492528731498
153,41.54324118899967
154,41.54155809052463
155,41.53986538002209
156,41.538167975639226
157,41.53646675741766
158,41.534756908833515
159,41.53304423073132
160,41.53132874904986
161,41.52960277892271
162,41.52787293430447
163,41.52614131411974
164,41.52440099445812
165,41.52265882315987
166,41.52090802877501
167,41.51915349254705
168,41.51739515429654
169,41.515630139219866
170,41.51385842204036
171,41.51208385498467
172,41.510304594739864
173,41.5085176919456
174,41.506726019622874
175,41.504936268465826
176,41.50313130373979
177,41.50132821503939
178,41.4995184821164
179,41.497703010827536
180,41.495886631077155
181,41.49406163817184
182,41.49222718325473
183,41.490395559056196
184,41.4885563331045
185,41.486711403369554
186,41.48486268683337
187,41.483005371832405
188,41.4811490541033
189,41.47928415754723
190,41.477414488079376
191,41.475545803361456
192,41.47366476564639
193,41.47178085181804
194,41.46989030660916
195,41.4679997011408
196,41.466103434002434
197,41.464199568545155
198,41.46229380880686
199,41.46038712524023
200,41.458468028307834
201,41.45654610047495
202,41.454622340104834
203,41.45269090362126
204,41.45075848738634
205,41.44881851388345
206,41.44687095472182
207,41.44492819409788
208,41.44297202354937
209,41.44101878663787
210,41.439055091992486
211,41.4370885338285
212,41.43511914461851
213,41.433145939059614
214,41.431163229332014
215,41.42917864078481
216,41.427188345034665
217,41.425195248404634
218,41.423197353229625
219,41.42119854863995
220,41.41918733053899
221,41.4171780964607
222,41.41516124694317
223,41.41314056678675
224,41.41111707086384
225,41.40908691365621
226,41.407057800992334
227,41.405020075282664
228,41.402972840522125
229,41.40092845328036
230,41.39888125027937
231,41.396823629009305
232,41.394763118245464
233,41.39269977593358
234,41.39063266381709
235,41.388559860271926
236,41.38648423853738
237,41.38440098789579
238,41.382314876274904
239,41.38022980779351
240,41.37813517358154
241,41.37603769457928
242,41.373936473741196
243,41.37183149662451
244,41.36971887607069
245,41.367603378261265
246,41.36548509498971
247,41.36336016587302
248,41.361235282245616
249,41.35910465912457
250,41.3569683449241
251,41.3548273349661
252,41.352683451463236
253,41.35053676697862
254,41.348387249032385
255,41.3462282104083
256,41.34406729353941
257,41.34190165268956
258,41.33973701276409
259,41.33755994274543
260,41.33538588172087
261,41.33320791889855
262,41.33102049291483
263,41.328833127023245
264,41.32663720765413
265,41.32444320903596
266,41.32224064343609
267,41.32003529154463
268,41.317827092527295
269,41.31561412657902
270,41.31339738958195
271,41.311174991911685
272,41.3089478685215
273,41.3067197742057
274,41.30448796134442
275,41.30224754471419
276,41.30000531249243
277,41.2977640334575
278,41.2955113693024
279,41.293259689315164
280,41.29100422389456
281,41.28874212773371
282,41.28647621758137
283,41.28420467348769
284,41.28193505256786
285,41.27965687717369
286,41.277376810772694
287,41.27509395714151
288,41.27280353294918
289,41.2705131410039
290,41.26821128970914
291,41.26591430942062
292,41.26361157700012
293,41.26130129181547
294,41.25899109407328
295,41.25667325402901
296,41.254355472832685
297,41.252031969619566
298,41.24969995912397
299,41.24737086865207
300,41.24503511561488
301,41.24269939465012
302,41.240352300941595
303,41.2380071618536
304,41.2356582385255
305,41.2333036196942
306,41.230945218012494
307,41.22858496939443
308,41.22621427250124
309,41.22384651310858
310,41.22147303292877
311,41.21909582452645
312,41.2167138508521
313,41.2143300407115
314,41.21194244825165
315,41.20955014385254
316,41.20715595105139
317,41.20475418728165
318,41.202351557134534
319,41.1999441614098
320,41.197534871324024
321,41.19511707394122
322,41.19270225590299
323,41.19027787083178
324,41.18785257872514
325,41.18542353074008
326,41.182989759909105
327,41.18055415422714
328,41.17810996586195
329,41.175665882692556
330,41.17322089164372
331,41.17077019097633
332,41.16831193824328
333,41.165847960612155
334,41.16339076674194
335,41.160924107978644
336,41.15845360522508
337,41.155975577858044
338,41.15349948824587
339,41.1510167827073
340,41.14853505810606
341,41.146042919528554
342,41.14355367267126
343,41.14105596177251
344,41.13855535903713
345,41.136053906288
346,41.133547700774216
347,41.13103870847408
348,41.12851928661985
349,41.126002783821605
350,41.12347863675677
351,41.12095276224136
352,41.11842398101726
353,41.115894292786834
354,41.11335804708506
355,41.11081418658432
356,41.10827230972791
357,41.10572570716613
358,41.103176318072656
359,41.10061934606347
360,41.098059557392844
361,41.09549791952304
362,41.092930606071604
363,41.09035864351608
364,41.08778663523117
365,41.0852147760088
366,41.08263242686371
367,41.080047275369
368,41.07746226009476
369,41.074871550372336
370,41.072276074351976
371,41.06967594757589
372,41.067076775019814
373,41.064463416034414
374,41.061855810337875
375,41.05924634158873
376,41.056624548946274
377,41.05400761390047
378,41.05138400522992
379,41.04875672826893
380,41.046129453985486
381,41.04349170245405
382,41.04085600718099
383,41.038209866092075
384,41.03556854053022
385,41.03291870477551
386,41.03026702218631
387,41.02760489309003
388,41.02495048411947
389,41.02228375074628
390,41.01961895603017
391,41.01694851129287
392,41.01427239138866
393,41.011593470604566
394,41.008914668287616
395,41.00622829771601
396,41.00354292317206
397,41.000847103503475
398,40.9981532662714
399,40.99545381194912
400,40.992752494123124
401,40.99004457513365
402,40.98733187490143
403,40.98462029014627
404,40.98190396888094
405,40.97918579873658
406,40.97645533549803
407,40.9737306839088
408,40.97099838787108
409,40.96826525767392
410,40.96552455627534
411,40.96278391525266
412,40.96003481246589
413,40.957284769028774
414,40.95453481419099
415,40.9517744450568
416,40.94901318214397
417,40.9462539154556
418,40.94348894334689
419,40.94071455222729
420,40.93794120534585
421,40.935161226465425
422,40.93238039881544
423,40.9295976778958
424,40.926807447372994
425,40.924012508636224
426,40.92121377064905
427,40.91841906696936
428,40.91561378935148
429,40.912807733911905
430,40.90999692509649
431,40.90718334621488
432,40.90436128680449
433,40.90154404092755
434,40.89871636591852
435,40.89589168495877
436,40.89305940375198
437,40.890225335781
438,40.88738554667361
439,40.88453823101736
440,40.881694834213704
441,40.87884388409293
442,40.87599011621205
443,40.87313260922383
444,40.870267592647
445,40.86740741688118
446,40.86453681094281
447,40.86166820197104
448,40.85879489891522
449,40.85591118029697
450,40.85302944325667
451,40.85014305716322
452,40.847251888953906
453,40.8443608534144
454,40.84146419964236
455,40.838562855256896
456,40.83565682922199
457,40.83275083362241
458,40.82983735886228
459,40.826921962470806
460,40.824002928806294
461,40.82108012561366
462,40.818155474473315
