step,loss
0,0.6581321065314114
1,2.1168522089719772
2,0.6968515934422612
3,0.5602876446791925
4,0.6547299399971962
5,0.6389636781532317
6,0.5432874830439687
7,0.47416631504893303
8,0.48840579902753234
9,0.5425640931352973
10,0.5560624245554209
11,0.5264596994966269
12,0.4899314260110259
13,0.46808468783274293
14,0.46366427070461214
15,0.47021215480344836
16,0.4793296829229803
17,0.4845377163728699
18,0.48312612404697575
19,0.47613659920170903
20,0.46679566241800785
21,0.4585973136126995
22,0.4539847280830145
23,0.45373977423878387
24,0.45686477661365643
25,0.4610173354158178
26,0.4636557945050299
27,0.46341061359271407
28,0.4606603488791734
29,0.4569424425717443
30,0.45386446331394836
31,0.452342712902464
32,0.4524386275734287
33,0.45359878533054143
34,0.4550242510740645
35,0.4560061526717618
36,0.4561502916039899
37,0.45544856728520244
38,0.45420027762884274
39,0.4528396801906638
40,0.45175521640339866
41,0.4511662728036754
42,0.4510820456780493
43,0.4513344105798751
44,0.4516598311602138
45,0.4518019800889306
46,0.4516037915600464
47,0.45105935458559543
48,0.4503035700763576
49,0.44954106013756245
50,0.44894665939500555
51,0.4485875488608144
52,0.44840210408437997
53,0.4482404364971444
54,0.44794281671056524
55,0.447415120434016
56,0.4466633084230125
57,0.4457710681017488
58,0.4448379701934755
59,0.4439207976683974
60,0.44301287934649736
61,0.44205758394673467
62,0.4409685041755438
63,0.43964878818951547
64,0.4380323353689164
65,0.43613240285776556
66,0.43402296816930175
67,0.4317475729621947
68,0.4292788845486939
69,0.4265691386535764
70,0.42356492299586535
71,0.4202105812728405
72,0.4165403572842479
73,0.4126140046864748
74,0.4083658726885915
75,0.40363877080380917
76,0.39806961826980114
77,0.3912613093852997
78,0.38292701728641987
79,0.3730108877643943
80,0.3616128582507372
81,0.348838928155601
82,0.3345126863569021
83,0.3183347722515464
84,0.30020513385534286
85,0.2804963728412986
86,0.26006641052663326
87,0.24103073542937636
88,0.2264614668674767
89,0.22058714705053717
90,0.2339940657839179
91,0.3382429890334606
92,0.4610367380082607
93,0.23350289522204548
94,0.36557899974286556
95,0.23753678426146507
96,0.31678638234734535
97,0.20802294224267825
98,0.2958933161571622
99,0.21124942402821034
100,0.25868406146764755
101,0.24848902970552444
102,0.21434456785209477
103,0.25586502795340493
104,0.2144413442001678
105,0.22164990939199924
106,0.23074339143931866
107,0.19594661425799131
108,0.21708777462117723
109,0.19884276122320443
110,0.19308501854538918
111,0.20437318086624146
112,0.18221359490416944
113,0.2005442756053526
114,0.18294445343781263
115,0.19125856645405293
116,0.18518700450658798
117,0.18044046667637303
118,0.18252636182296555
119,0.1715131551027298
120,0.17739461734890938
121,0.1654502060264349
122,0.17162624138290994
123,0.16303702909499407
124,0.16622192692011595
125,0.16187588311731815
126,0.16038992593530566
127,0.15887494897469878
128,0.15427578892558813
129,0.1537459921091795
130,0.14790735952556133
131,0.1479621536564082
132,0.14236212009564042
133,0.14209308754652739
134,0.1373305581510067
135,0.13611051393672824
136,0.13216229155659676
137,0.1293100006878376
138,0.12686861772090197
139,0.12301150523126125
140,0.122446833178401
141,0.11908224271610379
142,0.11915604490786791
143,0.11724558286368847
144,0.11576556693762541
